id,neighbourhood_group,room_type,price,minimum_nights,reviews_per_month,calculated_host_listings_count,availability_365
18314459,20,1,193,,,,
18314930,40,1,50,,,,
18324607,10,2,250,,,,
18325063,40,1,72,,,,
18326156,10,1,50,,,,
18326238,10,1,35,,,,
18327453,10,1,90,,,,
18327630,20,2,325,,,,
18329309,40,2,79,,,,
18329545,20,1,180,,,,
18329982,10,2,129,,,,
18330221,10,2,125,,,,
18330346,10,2,160,,,,
18331097,40,1,100,,,,
18331925,10,2,110,,,,
18332922,20,2,278,,,,
18338709,20,1,100,,,,
18338719,20,2,350,,,,
18340320,20,2,200,,,,
18340498,10,1,39,,,,
18340599,10,1,99,,,,
18341576,20,2,110,,,,
18342361,20,1,250,,,,
18342727,10,1,199,,,,
18347330,10,2,150,,,,
18347469,20,1,55,,,,
18348443,10,1,60,,,,
18348512,20,1,65,,,,
18353019,40,1,45,,,,
18354443,20,2,150,,,,
18354821,40,1,50,,,,
18355480,10,1,250,,,,
18356695,20,2,120,,,,
18357504,10,1,54,,,,
18357865,20,2,150,,,,
18357947,10,1,100,,,,
18358279,20,2,130,,,,
18358343,20,1,95,,,,
18358363,10,1,36,,,,
18358437,20,1,115,,,,
18358470,10,2,199,,,,
18358606,20,2,195,,,,
18358621,20,2,350,,,,
18358644,10,1,72,,,,
18359115,20,2,145,,,,
18359426,40,1,48,,,,
18359593,10,1,35,,,,
18360149,10,1,42,,,,
18361045,10,2,225,,,,
18361390,20,2,149,,,,
18362628,20,1,75,,,,
18366609,20,1,46,,,,
18366942,40,1,100,,,,
18369169,20,1,130,,,,
18369887,20,2,150,,,,
18370699,10,2,145,,,,
18370979,10,1,95,,,,
18371333,10,1,49,,,,
18372104,20,2,220,,,,
18373279,10,2,200,,,,
18373404,10,2,150,,,,
18374250,10,1,30,,,,
18374647,10,1,187,,,,
18375021,10,1,85,,,,
18375246,10,1,54,,,,
18375685,10,2,175,,,,
18375815,30,1,38,,,,
18377036,30,1,53,,,,
18381623,20,1,145,,,,
18385188,10,2,173,,,,
18386105,10,2,150,,,,
18386307,20,2,89,,,,
18386494,10,2,200,,,,
18386915,10,2,120,,,,
18387366,10,1,54,,,,
18387744,10,1,50,,,,
18387798,10,1,45,,,,
18388152,10,1,59,,,,
18388706,20,2,149,,,,
18389694,20,2,142,,,,
18390143,20,1,120,,,,
18390316,10,1,70,,,,
18390907,10,2,200,,,,
18391905,10,2,299,,,,
18392140,10,2,80,,,,
18392309,10,1,60,,,,
18393354,20,3,99,,,,
18393650,20,1,60,,,,
18393805,10,1,46,,,,
18394653,10,1,60,,,,
18396197,10,2,175,,,,
18396281,20,1,75,,,,
18397006,40,1,180,,,,
18397124,20,1,70,,,,
18399865,20,2,190,,,,
18402330,30,1,60,,,,
18402568,30,1,45,,,,
18404373,10,2,450,,,,
18404432,40,2,99,,,,
18404936,20,1,37,,,,
18406606,10,2,100,,,,
18407251,40,2,197,,,,
18407764,10,1,90,,,,
18408236,10,2,188,,,,
18409148,20,2,110,,,,
18410069,10,2,175,,,,
18410445,20,1,100,,,,
18411056,20,2,295,,,,
18411446,40,2,99,,,,
18411925,20,1,70,,,,
18412771,20,1,55,,,,
18414310,50,1,65,,,,
18415505,20,2,99,,,,
18415952,20,1,60,,,,
18423707,20,2,259,,,,
18423938,20,2,159,,,,
18424903,20,2,300,,,,
18424928,10,2,210,,,,
18425106,20,2,195,,,,
18425988,20,2,96,,,,
18427825,10,2,80,,,,
18429093,20,2,160,,,,
18429435,40,1,199,,,,
18430588,20,1,35,,,,
18430686,20,1,80,,,,
18431566,20,1,35,,,,
18432636,10,1,55,,,,
18432894,10,2,207,,,,
18433038,40,1,59,,,,
18433781,10,1,75,,,,
18434309,40,1,49,,,,
18439203,10,2,115,,,,
18440017,20,1,40,,,,
18442048,30,1,33,,,,
18442196,10,1,199,,,,
18442569,10,2,93,,,,
18443902,20,2,159,,,,
18444575,20,2,150,,,,
18445522,20,2,86,,,,
18447712,10,1,75,,,,
18448376,20,1,57,,,,
18448446,20,2,200,,,,
18448516,30,1,50,,,,
18448556,20,1,120,,,,
18449942,20,2,100,,,,
18449954,10,2,90,,,,
18450009,10,1,50,,,,
18450143,10,2,100,,,,
18450490,20,1,35,,,,
18455236,10,2,94,,,,
18455830,10,2,190,,,,
18456751,20,1,86,,,,
18456975,20,2,199,,,,
18457273,20,1,55,,,,
18458323,20,2,226,,,,
18459547,10,2,186,,,,
18459948,20,2,170,,,,
18460119,20,1,100,,,,
18460679,10,1,90,,,,
18460756,10,1,50,,,,
18461296,20,2,119,,,,
18461891,40,2,110,,,,
18462291,20,2,80,,,,
18462681,10,1,64,,,,
18462718,40,1,47,,,,
18463609,10,2,100,,,,
18470545,10,1,49,,,,
18471232,10,1,100,,,,
18471276,10,1,47,,,,
18471556,10,2,150,,,,
18471815,20,1,43,,,,
18472494,10,2,165,,,,
18472524,40,1,70,,,,
18473439,10,1,49,,,,
18475187,20,2,199,,,,
18476474,20,1,90,,,,
18476851,10,1,60,,,,
18477009,10,1,125,,,,
18477226,10,1,100,,,,
18477519,20,2,80,,,,
18481196,20,2,200,,,,
18484597,20,1,50,,,,
18485393,20,2,185,,,,
18485487,20,1,37,,,,
18485922,40,2,135,,,,
18486698,10,1,50,,,,
18486868,10,1,60,,,,
18487817,10,1,40,,,,
18488077,10,1,40,,,,
18488335,20,2,85,,,,
18488833,10,2,85,,,,
18489366,10,2,165,,,,
18489843,10,2,200,,,,
18490141,40,2,10,,,,
18491689,20,2,134,,,,
18493375,10,1,60,,,,
18496255,40,2,400,,,,
18496331,10,1,124,,,,
18496902,10,1,75,,,,
18498466,10,2,106,,,,
18499050,10,2,190,,,,
18499074,10,1,80,,,,
18500556,10,1,199,,,,
18500972,40,2,60,,,,
18502246,10,1,50,,,,
18503701,20,1,78,,,,
18503779,10,1,79,,,,
18503789,10,1,75,,,,
18504151,20,1,205,,,,
18504631,40,1,50,,,,
18505453,20,2,99,,,,
18505594,10,1,44,,,,
18506292,20,2,615,,,,
18506359,10,2,260,,,,
18506841,20,2,275,,,,
18507671,20,3,75,,,,
18507990,40,1,45,,,,
18508209,30,1,42,,,,
18508470,30,1,43,,,,
18508959,10,2,200,,,,
18510340,20,2,79,,,,
18515889,10,1,70,,,,
18516072,20,1,139,,,,
18516103,20,1,100,,,,
18517584,10,2,137,,,,
18518678,20,1,175,,,,
18519818,10,1,40,,,,
18520516,10,2,300,,,,
18521860,10,2,180,,,,
18522181,10,2,180,,,,
18522547,10,2,149,,,,
18523182,10,1,58,,,,
18523629,10,2,125,,,,
18523918,10,2,235,,,,
18525915,20,2,206,,,,
18526162,40,2,199,,,,
18527060,10,1,40,,,,
18527437,40,2,120,,,,
18535402,40,1,38,,,,
18540170,30,1,100,,,,
18540856,10,2,100,,,,
18541736,20,2,175,,,,
18542490,10,2,171,,,,
18543045,20,1,169,,,,
18543400,10,1,60,,,,
18544441,20,1,94,,,,
18546552,10,2,88,,,,
18546787,30,1,65,,,,
18547076,20,2,134,,,,
18547663,20,2,419,,,,
18548112,20,1,90,,,,
18548561,10,2,140,,,,
18549136,20,2,198,,,,
18549222,40,1,78,,,,
18550111,10,1,65,,,,
18550366,20,1,65,,,,
18550867,30,2,199,,,,
18550947,20,1,99,,,,
18551084,10,1,70,,,,
18551196,10,1,75,,,,
18559902,20,2,350,,,,
18560104,10,1,75,,,,
18560569,20,2,199,,,,
18560625,10,1,30,,,,
18561200,20,1,70,,,,
18561365,10,2,120,,,,
18561618,20,3,65,,,,
18561753,20,2,295,,,,
18562269,10,2,135,,,,
18563383,20,1,67,,,,
18564694,30,1,40,,,,
18565097,10,1,70,,,,
18565588,10,1,60,,,,
18565752,10,2,109,,,,
18566324,20,2,50,,,,
18566623,40,2,99,,,,
18566802,20,3,105,,,,
18568023,10,1,45,,,,
18568171,10,1,70,,,,
18568551,10,2,150,,,,
18569142,10,2,190,,,,
18569279,20,2,150,,,,
18569422,10,1,70,,,,
18570075,10,2,349,,,,
18570121,10,2,79,,,,
18571803,10,1,70,,,,
18572271,20,1,150,,,,
18573121,20,2,232,,,,
18577672,10,1,47,,,,
18577989,10,1,45,,,,
18579416,20,2,200,,,,
18579690,40,2,278,,,,
18582592,10,2,195,,,,
18582792,10,2,109,,,,
18583072,10,1,65,,,,
18583467,20,1,80,,,,
18583921,10,1,65,,,,
18584089,20,1,100,,,,
18584180,20,2,180,,,,
18584411,20,2,299,,,,
18584742,30,1,80,,,,
18585458,10,2,105,,,,
18585546,20,3,350,,,,
18585784,10,1,45,,,,
18586018,10,2,315,,,,
18586787,10,1,79,,,,
18586873,20,2,90,,,,
18587083,10,1,215,,,,
18591642,10,1,59,,,,
18592160,20,2,200,,,,
18593138,10,1,90,,,,
18595831,40,2,545,,,,
18596194,10,1,33,,,,
18596197,20,2,125,,,,
18596546,20,2,100,,,,
18596772,20,1,275,,,,
18597408,10,1,45,,,,
18597754,10,2,199,,,,
18597908,10,2,150,,,,
18599156,20,2,125,,,,
18599224,10,1,55,,,,
18599296,20,2,168,,,,
18599352,20,2,125,,,,
18600659,10,1,150,,,,
18601353,10,1,48,,,,
18602201,20,1,85,,,,
18605919,10,1,80,,,,
18606237,50,1,43,,,,
18609316,20,1,60,,,,
18609555,10,1,60,,,,
18610314,10,2,179,,,,
18610539,10,2,156,,,,
18610543,10,2,153,,,,
18610544,20,1,76,,,,
18610554,20,1,2000,,,,
18611347,20,1,55,,,,
18611605,10,1,145,,,,
18611872,10,1,75,,,,
18612291,20,1,65,,,,
18612722,10,2,199,,,,
18612788,10,2,150,,,,
18612976,10,1,60,,,,
18613550,20,1,70,,,,
18613981,40,1,36,,,,
18614596,20,2,210,,,,
18615054,30,1,40,,,,
18615497,10,1,140,,,,
18615898,20,1,120,,,,
18615903,10,1,95,,,,
18615964,10,2,90,,,,
18616208,20,2,2900,,,,
18616217,20,2,199,,,,
18616234,20,1,70,,,,
18616809,10,2,169,,,,
18617060,10,1,30,,,,
18617195,10,2,140,,,,
18617676,20,2,110,,,,
18619857,40,1,30,,,,
18624243,10,2,130,,,,
18625919,10,2,99,,,,
18626606,20,2,200,,,,
18628912,20,2,170,,,,
18629326,10,1,110,,,,
18629621,10,2,100,,,,
18630660,20,2,133,,,,
18632197,20,1,75,,,,
18632502,10,2,125,,,,
18632582,10,2,325,,,,
18634847,10,1,50,,,,
18635370,30,1,50,,,,
18635942,20,2,120,,,,
18636030,20,1,50,,,,
18636622,40,2,100,,,,
18637270,10,1,45,,,,
18637912,10,2,94,,,,
18638015,10,1,60,,,,
18638573,40,1,63,,,,
18638985,10,2,175,,,,
18645286,10,1,26,,,,
18646075,20,1,45,,,,
18646653,20,2,123,,,,
18647180,10,2,185,,,,
18647217,20,1,55,,,,
18647731,20,2,133,,,,
18648243,20,1,75,,,,
18648360,10,2,450,,,,
18648591,10,1,40,,,,
18649105,40,1,90,,,,
18649351,10,1,400,,,,
18649806,40,1,62,,,,
18649822,20,2,287,,,,
18650087,20,2,200,,,,
18650569,10,1,58,,,,
18652220,10,2,325,,,,
18652544,20,2,222,,,,
18655599,10,2,130,,,,
18655815,20,1,70,,,,
18655886,10,1,44,,,,
18655992,10,1,85,,,,
18656413,20,1,85,,,,
18656661,10,1,52,,,,
18657209,20,1,60,,,,
18662619,10,2,275,,,,
18662664,20,1,75,,,,
18662841,10,2,125,,,,
18664875,10,2,475,,,,
18666583,10,1,50,,,,
18666975,40,2,80,,,,
18667184,10,2,200,,,,
18667956,10,1,70,,,,
18668037,20,1,52,,,,
18668571,10,2,150,,,,
18668594,10,1,63,,,,
18669019,10,2,100,,,,
18669496,50,1,50,,,,
18669801,40,1,69,,,,
18670480,10,2,116,,,,
18671835,40,1,44,,,,
18672921,20,1,60,,,,
18673613,20,1,180,,,,
18674105,20,2,95,,,,
18675061,20,1,70,,,,
18675083,20,2,275,,,,
18675215,20,2,195,,,,
18675599,10,1,45,,,,
18676837,20,1,135,,,,
18680331,20,2,145,,,,
18682735,20,2,160,,,,
18682763,10,2,98,,,,
18683699,10,1,80,,,,
18683879,20,2,150,,,,
18685854,30,1,60,,,,
18686269,10,1,430,,,,
18686390,20,2,128,,,,
18686501,20,3,55,,,,
18686508,10,1,60,,,,
18686817,10,1,89,,,,
18688150,20,1,60,,,,
18689454,10,2,145,,,,
18689588,10,2,97,,,,
18690466,30,1,45,,,,
18690651,20,1,50,,,,
18690921,20,1,110,,,,
18691084,10,1,65,,,,
18691204,10,2,175,,,,
18691948,20,1,80,,,,
18692028,10,2,325,,,,
18692321,10,2,126,,,,
18695104,20,1,104,,,,
18699576,10,2,150,,,,
18700004,10,1,85,,,,
18701095,10,1,45,,,,
18702075,30,1,60,,,,
18704012,10,1,120,,,,
18704413,10,2,200,,,,
18704805,20,2,235,,,,
18705087,20,2,180,,,,
18706173,10,2,160,,,,
18706845,10,1,42,,,,
18706893,20,2,135,,,,
18707214,10,2,175,,,,
18707698,20,2,164,,,,
18715285,10,2,147,,,,
18716289,10,2,120,,,,
18716439,10,2,88,,,,
18716602,10,2,120,,,,
18716795,20,1,63,,,,
18718070,10,2,114,,,,
18718195,20,1,110,,,,
18719129,40,1,60,,,,
18719477,20,1,55,,,,
18719526,10,2,165,,,,
18719602,20,1,105,,,,
18719762,40,2,150,,,,
18721027,10,2,75,,,,
18721061,10,1,150,,,,
18721209,30,1,60,,,,
18721341,10,2,90,,,,
18721845,40,1,55,,,,
18722146,40,1,150,,,,
18722657,10,1,41,,,,
18723095,20,1,115,,,,
18728915,10,2,100,,,,
18728971,10,2,155,,,,
18729143,10,1,52,,,,
18729447,10,1,80,,,,
18729461,20,2,75,,,,
18729985,10,1,150,,,,
18731029,20,1,40,,,,
18731641,20,2,95,,,,
18732648,10,1,50,,,,
18734125,10,2,158,,,,
18734225,10,1,60,,,,
18734320,20,1,50,,,,
18734427,30,1,65,,,,
18734568,20,1,44,,,,
18735563,10,1,30,,,,
18735631,10,2,184,,,,
18735653,10,2,175,,,,
18736267,10,2,300,,,,
18736436,10,2,99,,,,
18736455,10,2,137,,,,
18736484,40,1,49,,,,
18736642,10,2,75,,,,
18737053,40,1,39,,,,
18737220,10,2,59,,,,
18737235,10,2,229,,,,
18737594,10,2,825,,,,
18738138,20,1,125,,,,
18745141,10,1,39,,,,
18745314,20,2,130,,,,
18745487,20,1,500,,,,
18745767,10,2,80,,,,
18746696,10,2,125,,,,
18747972,10,2,185,,,,
18748038,20,2,225,,,,
18748170,10,1,90,,,,
18750465,20,2,150,,,,
18750505,20,2,120,,,,
18750597,10,1,0,,,,
18751192,10,1,65,,,,
18751261,10,2,225,,,,
18751687,10,1,100,,,,
18752307,20,2,195,,,,
18753406,40,1,69,,,,
18753411,20,1,75,,,,
18753645,10,2,150,,,,
18755777,50,1,40,,,,
18755951,20,2,200,,,,
18756112,20,2,260,,,,
18758108,20,1,60,,,,
18758370,10,2,150,,,,
18758525,20,2,254,,,,
18762619,20,3,58,,,,
18763188,20,2,295,,,,
18764827,20,1,45,,,,
18766576,20,1,50,,,,
18767695,10,2,80,,,,
18767961,10,1,80,,,,
18768127,40,2,88,,,,
18768741,20,2,150,,,,
18768978,20,1,70,,,,
18769363,10,1,98,,,,
18769652,10,2,250,,,,
18770418,40,2,238,,,,
18771633,40,1,100,,,,
18772198,20,2,265,,,,
18774244,20,2,399,,,,
18776660,10,1,55,,,,
18776908,20,2,160,,,,
18776925,10,2,350,,,,
18778024,40,1,100,,,,
18782064,20,2,184,,,,
18782857,20,2,315,,,,
18783614,10,2,250,,,,
18785035,10,1,77,,,,
18785349,10,2,180,,,,
18787858,20,2,150,,,,
18787950,10,2,150,,,,
18789373,10,2,165,,,,
18789421,10,2,125,,,,
18790004,20,2,150,,,,
18790512,10,1,51,,,,
18791570,10,1,53,,,,
18792188,20,1,95,,,,
18792285,20,1,69,,,,
18792703,20,2,195,,,,
18793151,20,2,125,,,,
18793633,20,2,299,,,,
18793901,10,1,146,,,,
18794243,10,1,55,,,,
18794627,10,1,50,,,,
18794680,10,1,65,,,,
18794754,20,2,165,,,,
18794969,10,1,41,,,,
18795229,40,2,70,,,,
18795447,30,1,55,,,,
18795448,10,1,55,,,,
18795534,20,2,250,,,,
18802366,20,1,73,,,,
18803064,10,1,63,,,,
18803219,20,1,50,,,,
18805588,40,2,183,,,,
18806061,10,2,91,,,,
18806323,40,2,250,,,,
18808260,10,1,55,,,,
18809063,10,2,85,,,,
18811187,20,1,50,,,,
18811240,10,2,150,,,,
18811557,20,2,305,,,,
18812046,40,1,80,,,,
18812153,20,2,150,,,,
18812330,10,3,64,,,,
18812670,20,1,68,,,,
18813227,10,1,31,,,,
18817404,10,1,125,,,,
18820068,20,2,275,,,,
18820446,20,2,150,,,,
18822687,20,1,70,,,,
18822775,10,1,90,,,,
18823516,20,1,130,,,,
18823750,10,2,390,,,,
18823774,20,2,160,,,,
18823930,20,2,275,,,,
18823940,10,1,43,,,,
18823971,20,2,119,,,,
18824754,10,1,50,,,,
18824820,10,2,115,,,,
18826104,10,1,73,,,,
18826197,10,1,85,,,,
18826370,10,1,89,,,,
18828134,20,2,75,,,,
18828803,20,2,160,,,,
18828846,50,2,49,,,,
18835820,20,2,10,,,,
18836337,10,1,55,,,,
18836532,10,2,119,,,,
18837073,10,2,85,,,,
18837416,20,2,350,,,,
18838643,20,1,76,,,,
18838909,10,2,46,,,,
18840106,10,1,95,,,,
18840683,10,2,79,,,,
18840688,10,2,350,,,,
18840735,20,2,205,,,,
18840866,20,1,190,,,,
18841864,10,2,120,,,,
18842507,20,1,135,,,,
18842510,10,2,111,,,,
18842882,10,2,85,,,,
18844533,20,1,80,,,,
18847331,20,1,49,,,,
18848869,20,1,51,,,,
18849349,20,2,149,,,,
18849787,10,1,55,,,,
18851906,20,2,270,,,,
18852048,30,1,49,,,,
18852200,20,1,75,,,,
18852245,20,1,55,,,,
18852919,30,1,70,,,,
18853435,40,1,54,,,,
18855394,10,1,55,,,,
18855694,20,1,142,,,,
18855750,40,1,50,,,,
18855980,40,1,50,,,,
18856302,10,2,109,,,,
18857134,20,1,100,,,,
18857790,10,1,40,,,,
18857875,20,1,100,,,,
18858192,40,2,99,,,,
18858761,40,2,125,,,,
18865511,10,1,75,,,,
18866187,10,2,350,,,,
18867401,20,2,250,,,,
18869228,20,2,79,,,,
18869692,10,1,90,,,,
18870016,20,1,80,,,,
18870281,10,1,29,,,,
18870342,40,2,85,,,,
18871455,20,1,55,,,,
18871571,20,1,150,,,,
18871734,10,2,250,,,,
18872076,20,1,50,,,,
18872091,40,1,60,,,,
18872495,40,1,60,,,,
18872858,30,2,75,,,,
18873598,20,2,175,,,,
18873722,10,1,33,,,,
18873930,20,2,175,,,,
18874394,10,2,119,,,,
18874640,20,2,148,,,,
18875426,10,1,77,,,,
18875512,20,2,118,,,,
18875740,20,1,350,,,,
18875994,20,2,170,,,,
18876580,40,1,60,,,,
18876659,10,2,105,,,,
18877341,10,2,100,,,,
18877694,40,1,50,,,,
18878093,10,1,65,,,,
18878260,10,2,245,,,,
18878633,20,1,80,,,,
18879379,20,2,155,,,,
18888212,40,1,40,,,,
18888585,10,1,50,,,,
18889038,10,1,40,,,,
18889564,20,2,254,,,,
18889932,10,1,80,,,,
18890521,10,2,299,,,,
18891508,10,1,67,,,,
18891659,20,1,110,,,,
18892465,20,1,150,,,,
18893669,20,1,75,,,,
18894145,10,1,80,,,,
18894322,10,2,800,,,,
18894445,30,2,48,,,,
18894931,10,1,52,,,,
18895063,20,2,200,,,,
18895187,40,1,37,,,,
18895509,20,2,200,,,,
18896540,50,1,45,,,,
18896824,10,1,119,,,,
18897119,40,1,60,,,,
18897423,40,1,259,,,,
18897901,30,1,55,,,,
18898808,10,3,25,,,,
18899768,20,1,90,,,,
18902729,40,2,98,,,,
18906081,10,1,149,,,,
18907166,20,1,515,,,,
18908083,10,2,137,,,,
18908212,10,2,70,,,,
18908252,10,3,60,,,,
18908490,20,2,200,,,,
18908638,10,1,50,,,,
18908676,10,1,45,,,,
18908677,20,2,125,,,,
18909484,20,1,45,,,,
18909989,10,1,45,,,,
18910029,20,2,112,,,,
18910492,40,1,55,,,,
18911463,20,2,105,,,,
18911633,20,2,175,,,,
18911893,10,1,65,,,,
18912084,10,1,96,,,,
18913001,20,2,78,,,,
18913089,10,1,120,,,,
18913450,20,1,49,,,,
18914656,40,1,66,,,,
18914730,30,2,95,,,,
18915587,10,1,43,,,,
18915658,10,1,70,,,,
18916381,10,2,265,,,,
18916610,10,1,44,,,,
18916850,10,1,35,,,,
18916917,20,3,55,,,,
18917540,40,1,100,,,,
18917771,10,2,123,,,,
18922939,20,2,100,,,,
18923188,20,2,200,,,,
18924273,10,1,50,,,,
18924446,40,1,75,,,,
18924938,10,2,225,,,,
18926057,10,1,51,,,,
18927333,10,1,45,,,,
18929564,10,2,125,,,,
18929965,20,1,88,,,,
18931423,10,1,70,,,,
18931595,20,1,55,,,,
18932586,40,2,104,,,,
18933994,20,1,90,,,,
18934106,40,1,59,,,,
18934728,20,1,55,,,,
18935148,40,1,175,,,,
18935359,40,2,1500,,,,
18935508,20,2,199,,,,
18942038,10,2,150,,,,
18942119,20,2,145,,,,
18942156,20,2,220,,,,
18942358,10,2,105,,,,
18942735,10,2,185,,,,
18943821,10,1,45,,,,
18944834,20,1,115,,,,
18946091,10,1,90,,,,
18946105,10,2,200,,,,
18946117,20,2,160,,,,
18946376,40,1,35,,,,
18946416,10,2,200,,,,
18948184,20,2,129,,,,
18948914,10,2,1067,,,,
18949137,20,2,120,,,,
18949153,10,2,105,,,,
18949917,10,1,36,,,,
18950091,10,1,100,,,,
18956236,40,1,74,,,,
18957055,10,2,68,,,,
18957522,20,2,122,,,,
18957774,20,2,200,,,,
18958323,50,1,85,,,,
18958355,40,1,71,,,,
18958724,10,1,50,,,,
18959626,20,1,138,,,,
18960386,10,1,39,,,,
18960496,20,2,158,,,,
18961150,40,2,195,,,,
18962847,10,1,80,,,,
18962916,40,1,38,,,,
18962999,10,2,134,,,,
18963479,20,2,70,,,,
18970683,10,1,50,,,,
18971860,10,1,60,,,,
18971993,20,1,79,,,,
18972792,10,2,150,,,,
18975097,40,1,50,,,,
18976585,40,1,46,,,,
18976933,10,1,65,,,,
18979087,20,1,51,,,,
18979981,20,2,176,,,,
18984088,30,1,60,,,,
18985595,10,2,95,,,,
18988028,30,1,60,,,,
18988814,10,2,350,,,,
18989137,10,1,125,,,,
18992110,20,2,170,,,,
18992672,20,1,350,,,,
18992796,30,1,40,,,,
18993091,10,1,42,,,,
18993379,50,2,103,,,,
18993398,40,2,165,,,,
18994394,10,2,128,,,,
18994641,40,2,250,,,,
18994965,40,1,60,,,,
18996087,10,2,109,,,,
18996206,20,2,465,,,,
18996283,20,1,100,,,,
18996738,10,1,40,,,,
18997233,10,1,45,,,,
18997283,10,1,85,,,,
18997371,50,2,85,,,,
18997373,10,2,225,,,,
18997559,10,1,65,,,,
18997907,10,1,55,,,,
18998283,10,2,59,,,,
18998595,10,2,225,,,,
18999045,10,2,200,,,,
18999626,20,1,200,,,,
18999839,40,1,55,,,,
19000161,10,2,180,,,,
19001879,10,2,115,,,,
19007359,10,2,185,,,,
19009220,10,1,50,,,,
19010266,20,2,218,,,,
19010699,40,2,99,,,,
19010965,10,1,70,,,,
19011068,20,1,99,,,,
19011267,20,1,100,,,,
19011527,20,2,150,,,,
19011610,20,1,35,,,,
19012156,10,1,75,,,,
19012181,10,2,250,,,,
19012262,10,1,78,,,,
19012370,20,2,250,,,,
19013171,20,1,117,,,,
19013218,20,2,179,,,,
19013613,20,2,1599,,,,
19013673,10,1,49,,,,
19015029,20,1,85,,,,
19015421,20,1,80,,,,
19015592,20,2,350,,,,
19015637,20,2,100,,,,
19015721,20,1,125,,,,
19017366,40,1,65,,,,
19017429,20,1,80,,,,
19017889,10,2,220,,,,
19018157,40,2,100,,,,
19018768,20,2,300,,,,
19018914,10,1,40,,,,
19018987,20,2,389,,,,
19019159,10,1,45,,,,
19019275,20,2,90,,,,
19019325,20,1,60,,,,
19019762,10,1,49,,,,
19021031,20,1,51,,,,
19027786,20,1,125,,,,
19028078,10,1,52,,,,
19030149,40,2,110,,,,
19031108,40,1,38,,,,
19032635,20,1,60,,,,
19032888,20,1,55,,,,
19034388,10,2,119,,,,
19035295,10,2,121,,,,
19035560,20,1,89,,,,
19036088,10,1,60,,,,
19036290,10,1,80,,,,
19036361,40,1,60,,,,
19036742,20,1,90,,,,
19037873,40,2,115,,,,
19038705,30,2,350,,,,
19038815,10,1,85,,,,
19044895,40,1,55,,,,
19046687,40,1,61,,,,
19047711,20,1,95,,,,
19048034,20,1,35,,,,
19049100,20,2,150,,,,
19049402,20,2,350,,,,
19049449,10,1,48,,,,
19049579,20,2,165,,,,
19049956,10,1,45,,,,
19050995,10,1,200,,,,
19051760,20,1,75,,,,
19051802,20,2,279,,,,
19052801,10,2,300,,,,
19053614,10,1,400,,,,
19054163,10,2,80,,,,
19054284,10,1,125,,,,
19054683,30,2,28,,,,
19054757,20,2,140,,,,
19055226,10,1,101,,,,
19055440,10,1,43,,,,
19056212,10,2,424,,,,
19056511,20,1,80,,,,
19056694,10,2,170,,,,
19057006,10,1,60,,,,
19057018,40,3,1000,,,,
19057073,10,2,125,,,,
19057479,20,2,115,,,,
19057619,20,1,36,,,,
19057791,20,1,49,,,,
19058675,20,2,108,,,,
19058691,20,2,578,,,,
19062809,10,1,40,,,,
19063118,40,1,50,,,,
19064354,20,1,55,,,,
19066190,10,1,46,,,,
19066476,20,1,150,,,,
19067757,40,1,39,,,,
19068247,10,2,100,,,,
19068469,20,1,36,,,,
19068933,20,2,113,,,,
19069048,20,2,300,,,,
19069305,10,1,50,,,,
19069372,20,2,115,,,,
19069381,20,1,100,,,,
19069649,20,1,99,,,,
19069726,10,1,120,,,,
19069900,20,2,175,,,,
19069915,20,2,125,,,,
19069994,20,2,100,,,,
19070571,20,1,53,,,,
19071002,10,3,29,,,,
19071374,10,1,70,,,,
19072587,20,1,52,,,,
19072989,10,1,105,,,,
19073347,20,3,29,,,,
19073356,10,1,110,,,,
19073637,10,1,80,,,,
19073760,10,1,31,,,,
19074024,20,3,320,,,,
19079187,20,1,40,,,,
19080665,10,1,70,,,,
19080983,40,2,104,,,,
19081224,30,2,100,,,,
19081969,20,2,1200,,,,
19083269,10,1,37,,,,
19083282,40,1,40,,,,
19083490,20,2,207,,,,
19084168,10,2,150,,,,
19085402,10,2,180,,,,
19085687,10,1,90,,,,
19085711,10,1,36,,,,
19086281,10,1,80,,,,
19087480,20,1,145,,,,
19087695,10,1,33,,,,
19087867,20,1,68,,,,
19093551,10,2,70,,,,
19093789,10,1,67,,,,
19094358,20,2,175,,,,
19094427,20,2,100,,,,
19094459,20,2,180,,,,
19094558,20,1,200,,,,
19094695,20,2,160,,,,
19094835,10,2,130,,,,
19094871,10,2,70,,,,
19095902,10,2,300,,,,
19096160,10,1,45,,,,
19097111,10,1,69,,,,
19098169,20,2,290,,,,
19098568,10,1,99,,,,
19098733,20,2,149,,,,
19099408,10,2,100,,,,
19099537,10,2,100,,,,
19099600,10,2,95,,,,
19100892,10,2,200,,,,
19100971,20,1,70,,,,
19102027,10,1,75,,,,
19102698,40,1,49,,,,
19102715,10,1,89,,,,
19103027,40,1,74,,,,
19103622,10,1,65,,,,
19111261,30,2,100,,,,
19111734,20,1,50,,,,
19113032,10,2,79,,,,
19114014,20,1,950,,,,
19114277,20,2,350,,,,
19114447,10,2,188,,,,
19114715,40,1,50,,,,
19115443,20,2,475,,,,
19116128,10,1,105,,,,
19116449,20,2,225,,,,
19116844,20,1,40,,,,
19117051,10,2,185,,,,
19117207,20,1,90,,,,
19117322,20,2,250,,,,
19117903,20,1,119,,,,
19118405,20,2,150,,,,
19118803,20,2,275,,,,
